,cv_split,mse,split,classifier,params,config,infile,run
3,split0_train_score,-18.9964565119152,train,XGBR,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 50, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
4,split1_train_score,-19.085752229505307,train,XGBR,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 50, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
5,split2_train_score,-18.089891150208043,train,XGBR,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 3, 'n_estimators': 50, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
0,split0_test_score,-74.39629512364691,test,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
1,split1_test_score,-71.1618087400897,test,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
2,split2_test_score,-70.81438868212682,test,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
3,split0_train_score,-35.87594844982741,train,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
4,split1_train_score,-36.51896741819521,train,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
5,split2_train_score,-35.5856989127051,train,XGB_sequential,,parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
0,split0_test_score,0.3054928517682468,test,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
1,split1_test_score,0.3054928517682468,test,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
2,split2_test_score,0.308502633559067,test,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
3,split0_train_score,0.9996237772761475,train,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
4,split1_train_score,1.0,train,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
5,split2_train_score,0.9996237772761475,train,XGBC,"{'colsample_bytree': 0.7, 'gamma': 0.0, 'learning_rate': 0.3, 'max_depth': 12, 'min_child_weight': 1, 'n_estimators': 150, 'nthread': 1, 'reg_alpha': None, 'seed': 42, 'subsample': 0.9}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
0,split0_test_score,-78.38410949707031,test,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
1,split1_test_score,-85.39745330810547,test,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
2,split2_test_score,-84.04273986816406,test,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
3,split0_train_score,-79.76860809326172,train,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
4,split1_train_score,-79.86005401611328,train,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
5,split2_train_score,-77.655517578125,train,FNN,"{'batch_size': 32, 'd1': 0.3, 'epochs': 100, 'input_dim': 19, 'lr': 0.001, 'n1': 500}",parameters/faims_structure.yaml,data/combined_8PMLunique_4PMLS_nonu.csv,faims_structure-combined_8PMLunique_4PMLS_nonu
